symbol,exchange,company_name,display_name,en_company_name,watchlist_sector_l1,watchlist_sector_l2,watchlist_sector_l3,vietstock_sector_l1,vietstock_sector_l2,vietstock_sector_l3,website_group,financial_model,website_group_order,matched_keyword,mapping_confidence,suggestion_source,source_url,status,needs_review
EVE,HOSE,CTCP Everpia,Everpia,Everpia JSC,Tiêu dùng không thiết yếu,Thời trang và hàng lâu bền,Thời trang và dệt may,Tiêu dùng không thiết yếu,Thời trang và hàng lâu bền,Thời trang và dệt may,Dệt may,NORMAL,13,det may,VIETSTOCK_RULE,VIETSTOCK,https://finance.vietstock.vn/EVE/ho-so-doanh-nghiep.htm,OK,NO
FCM,HOSE,CTCP Bê tông Phan Vũ Hà Nam,Bê tông Phan Vũ Hà Nam,Phan Vu Ha Nam Concrete Joint Stock Company,Nguyên vật liệu,Nguyên vật liệu,Vật liệu xây dựng,Nguyên vật liệu,Vật liệu xây dựng,,Vật liệu xây dựng,NORMAL,16,vat lieu xay dung,VIETSTOCK_RULE,VIETSTOCK,https://finance.vietstock.vn/FCM/ho-so-doanh-nghiep.htm,OK,NO
FCS,UPCOM,CTCP Lương thực Thành phố Hồ Chí Minh,Lương thực Thành phố Hồ Chí Minh,Ho Chi Minh City Food JSC,Tiêu dùng thiết yếu,"Thực phẩm, đồ uống và thuốc lá",Thực phẩm,Tiêu dùng thiết yếu,Thương mại hàng thiết yếu,,Thực phẩm & đồ uống,NORMAL,18,thuc pham,WATCHLIST_FALLBACK,WATCHLIST,https://finance.vietstock.vn/FCS/ho-so-doanh-nghiep.htm,OK,YES
FDC,HOSE,CTCP Ngoại thương và Phát triển Đầu tư Thành phố Hồ Chí Minh,Ngoại thương và Phát triển Đầu tư Thành phố Hồ Chí Minh,Foreign Trade Development & Investment Corporation of HCMC,Bất động sản,Bất động sản,Quản lý và phát triển bất động sản,Bất động sản,Quản lý và phát triển bất động sản,,Khác / cần duyệt,NORMAL,99,,REVIEW,,https://finance.vietstock.vn/FDC/ho-so-doanh-nghiep.htm,OK,YES
FIC,UPCOM,Tổng Công ty Vật liệu Xây dựng số 1 - CTCP,Vật liệu Xây dựng số 1 - CTCP,Fico Corporation JSC,Nguyên vật liệu,Nguyên vật liệu,Vật liệu xây dựng,Nguyên vật liệu,Vật liệu xây dựng,,Vật liệu xây dựng,NORMAL,16,vat lieu xay dung,VIETSTOCK_RULE,VIETSTOCK,https://finance.vietstock.vn/FIC/ho-so-doanh-nghiep.htm,OK,NO
FID,HNX,CTCP Đầu tư và Phát triển Doanh nghiệp Việt Nam,Đầu tư và Phát triển Doanh nghiệp Việt Nam,Vietnam Enterprise Investment And Development JSC,Tiêu dùng không thiết yếu,Thương mại hàng không thiết yếu,Nhà phân phối,Tiêu dùng không thiết yếu,Thương mại hàng không thiết yếu,Nhà phân phối,Hàng không,NORMAL,17,hang khong,VIETSTOCK_RULE,VIETSTOCK,https://finance.vietstock.vn/FID/ho-so-doanh-nghiep.htm,OK,NO
FIR,HOSE,CTCP Địa ốc First Real,Địa ốc First Real,First Real Joint Stock Company,Bất động sản,Bất động sản,Quản lý và phát triển bất động sản,Bất động sản,Quản lý và phát triển bất động sản,,Khác / cần duyệt,NORMAL,99,,REVIEW,,https://finance.vietstock.vn/FIR/ho-so-doanh-nghiep.htm,OK,YES
FLC,UPCOM,CTCP Tập đoàn FLC,FLC,FLC Group JSC,Nguyên vật liệu,Nguyên vật liệu,Vật liệu xây dựng,Bất động sản,Quản lý và phát triển bất động sản,,Vật liệu xây dựng,NORMAL,16,vat lieu xay dung,WATCHLIST_FALLBACK,WATCHLIST,https://finance.vietstock.vn/FLC/ho-so-doanh-nghiep.htm,OK,YES
FMC,HOSE,CTCP Thực phẩm Sao Ta,Thực phẩm Sao Ta,Sao Ta Foods Joint Stock Company,Tiêu dùng thiết yếu,"Thực phẩm, đồ uống và thuốc lá",Thực phẩm,Tiêu dùng thiết yếu,"Thực phẩm, đồ uống và thuốc lá",Thực phẩm,Thực phẩm & đồ uống,NORMAL,18,thuc pham,VIETSTOCK_RULE,VIETSTOCK,https://finance.vietstock.vn/FMC/ho-so-doanh-nghiep.htm,OK,NO
FTM,UPCOM,CTCP Đầu tư và Phát triển Đức Quân,Đầu tư và Phát triển Đức Quân,Duc Quan Investment and Development Joint Stock Company,Tiêu dùng không thiết yếu,Thời trang và hàng lâu bền,Thời trang và dệt may,Tiêu dùng không thiết yếu,Thời trang và hàng lâu bền,Thời trang và dệt may,Dệt may,NORMAL,13,det may,VIETSTOCK_RULE,VIETSTOCK,https://finance.vietstock.vn/FTM/ho-so-doanh-nghiep.htm,OK,NO
G36,UPCOM,Tổng Công ty 36 - CTCP,36 - CTCP,36 Corporation,Công nghiệp,Hàng hóa công nghiệp,Kỹ thuật xây dựng,Công nghiệp,Hàng hóa công nghiệp,Kỹ thuật xây dựng,Xây dựng,NORMAL,15,ky thuat xay dung,VIETSTOCK_RULE,VIETSTOCK,https://finance.vietstock.vn/G36/ho-so-doanh-nghiep.htm,OK,NO
GCF,UPCOM,CTCP Thực phẩm G.C,Thực phẩm G.C,G.C Food Joint Stock Company,Tiêu dùng thiết yếu,"Thực phẩm, đồ uống và thuốc lá",Thực phẩm,Tiêu dùng thiết yếu,"Thực phẩm, đồ uống và thuốc lá",Thực phẩm,Thực phẩm & đồ uống,NORMAL,18,thuc pham,VIETSTOCK_RULE,VIETSTOCK,https://finance.vietstock.vn/GCF/ho-so-doanh-nghiep.htm,OK,NO
GDA,UPCOM,CTCP Tôn Đông Á,Tôn Đông Á,Ton Dong A Corporation,Nguyên vật liệu,Nguyên vật liệu,Khai khoáng và luyện kim,Nguyên vật liệu,Khai khoáng và luyện kim,,Kim loại & Khoáng sản,NORMAL,32,khai khoang,VIETSTOCK_RULE,VIETSTOCK,https://finance.vietstock.vn/GDA/ho-so-doanh-nghiep.htm,OK,NO
GDT,HOSE,CTCP Chế biến Gỗ Đức Thành,Chế biến Gỗ Đức Thành,Duc Thanh Wood Processing Joint Stock Company,Tiêu dùng không thiết yếu,Thời trang và hàng lâu bền,Hàng tiêu dùng lâu bền,Tiêu dùng không thiết yếu,Thời trang và hàng lâu bền,Hàng tiêu dùng lâu bền,Hàng tiêu dùng lâu bền,NORMAL,36,hang tieu dung lau ben,VIETSTOCK_RULE,VIETSTOCK,https://finance.vietstock.vn/GDT/ho-so-doanh-nghiep.htm,OK,NO
GGG,UPCOM,CTCP Ô tô Giải Phóng,Ô tô Giải Phóng,Giai Phong Motor Joint Stock Company,Tiêu dùng không thiết yếu,Xe và linh kiện,Xe,Tiêu dùng không thiết yếu,Xe và linh kiện,Xe,Khác / cần duyệt,NORMAL,99,,REVIEW,,https://finance.vietstock.vn/GGG/ho-so-doanh-nghiep.htm,OK,YES
GHC,UPCOM,CTCP Thủy điện Gia Lai,Thủy điện Gia Lai,Gia Lai Hydropower JSC,Tiện ích,Tiện ích,Phát điện độc lập và điện tái tạo,Tiện ích,Phát điện độc lập và điện tái tạo,,Khác / cần duyệt,NORMAL,99,,REVIEW,,https://finance.vietstock.vn/GHC/ho-so-doanh-nghiep.htm,OK,YES
GKM,HNX,CTCP GKM Holdings,GKM Holdings,GKM Holdings Joint Stock Company,Nguyên vật liệu,Nguyên vật liệu,Vật liệu xây dựng,Nguyên vật liệu,Vật liệu xây dựng,,Vật liệu xây dựng,NORMAL,16,vat lieu xay dung,VIETSTOCK_RULE,VIETSTOCK,https://finance.vietstock.vn/GKM/ho-so-doanh-nghiep.htm,OK,NO
GMC,UPCOM,CTCP Garmex Sài Gòn,Garmex Sài Gòn,Garmex Saigon Corporation,Tiêu dùng không thiết yếu,Thời trang và hàng lâu bền,Thời trang và dệt may,Tiêu dùng không thiết yếu,Thời trang và hàng lâu bền,Thời trang và dệt may,Dệt may,NORMAL,13,det may,VIETSTOCK_RULE,VIETSTOCK,https://finance.vietstock.vn/GMC/ho-so-doanh-nghiep.htm,OK,NO
GPC,UPCOM,CTCP Tập đoàn Green+,Green+,Green Plus Joint Stock Corporation,Tiêu dùng không thiết yếu,Thương mại hàng không thiết yếu,Nhà phân phối,Tiêu dùng không thiết yếu,Thương mại hàng không thiết yếu,Nhà phân phối,Hàng không,NORMAL,17,hang khong,VIETSTOCK_RULE,VIETSTOCK,https://finance.vietstock.vn/GPC/ho-so-doanh-nghiep.htm,OK,NO
GSM,UPCOM,CTCP Thủy điện Hương Sơn,Thủy điện Hương Sơn,Huong Son Hydro Power Joint Stocks Company,Tiện ích,Tiện ích,Phát điện độc lập và điện tái tạo,Tiện ích,Phát điện độc lập và điện tái tạo,,Khác / cần duyệt,NORMAL,99,,REVIEW,,https://finance.vietstock.vn/GSM/ho-so-doanh-nghiep.htm,OK,YES
GSP,HOSE,CTCP Vận tải Sản Phẩm Khí Quốc tế,Vận tải Sản Phẩm Khí Quốc tế,International Gas Product Shipping JSC,Năng lượng,Năng lượng,Dầu khí,Năng lượng,Dầu khí,,Dầu khí,NORMAL,6,dau khi,VIETSTOCK_RULE,VIETSTOCK,https://finance.vietstock.vn/GSP/ho-so-doanh-nghiep.htm,OK,NO
GTS,UPCOM,CTCP Công trình Giao thông Sài Gòn,Công trình Giao thông Sài Gòn,SaiGon Traffic Construction Joint Stock Company,Công nghiệp,Hàng hóa công nghiệp,Kỹ thuật xây dựng,Công nghiệp,Hàng hóa công nghiệp,Kỹ thuật xây dựng,Xây dựng,NORMAL,15,ky thuat xay dung,VIETSTOCK_RULE,VIETSTOCK,https://finance.vietstock.vn/GTS/ho-so-doanh-nghiep.htm,OK,NO
GTT,UPCOM,CTCP Thuận Thảo,Thuận Thảo,Thuan Thao Corporation,Tiêu dùng không thiết yếu,Dịch vụ tiêu dùng,"Khách sạn, nhà hàng và giải trí",Tiêu dùng không thiết yếu,Dịch vụ tiêu dùng,"Khách sạn, nhà hàng và giải trí",Du lịch & Giải trí,NORMAL,27,giai tri,VIETSTOCK_RULE,VIETSTOCK,https://finance.vietstock.vn/GTT/ho-so-doanh-nghiep.htm,OK,NO
HAC,UPCOM,CTCP Chứng khoán Hải Phòng,Chứng khoán Hải Phòng,Hai Phong Securities Joint Stock Company,Tài chính,Dịch vụ tài chính,Thị trường vốn,Tài chính,Dịch vụ tài chính,Thị trường vốn,Chứng khoán,SECURITIES,2,thi truong von,VIETSTOCK_RULE,VIETSTOCK,https://finance.vietstock.vn/HAC/ho-so-doanh-nghiep.htm,OK,NO
HAI,UPCOM,CTCP Nông dược H.A.I,Nông dược H.A.I,HAI Agrochem Joint Stock Company,Tiêu dùng không thiết yếu,Thương mại hàng không thiết yếu,Nhà phân phối,Tiêu dùng không thiết yếu,Thương mại hàng không thiết yếu,Nhà phân phối,Hàng không,NORMAL,17,hang khong,VIETSTOCK_RULE,VIETSTOCK,https://finance.vietstock.vn/HAI/ho-so-doanh-nghiep.htm,OK,NO
HAN,UPCOM,Tổng Công ty Xây dựng Hà Nội - CTCP,Xây dựng Hà Nội - CTCP,Hanoi Construction Corporation ? JSC,Công nghiệp,Hàng hóa công nghiệp,Kỹ thuật xây dựng,Công nghiệp,Hàng hóa công nghiệp,Kỹ thuật xây dựng,Xây dựng,NORMAL,15,ky thuat xay dung,VIETSTOCK_RULE,VIETSTOCK,https://finance.vietstock.vn/HAN/ho-so-doanh-nghiep.htm,OK,NO
HAP,HOSE,CTCP Tập đoàn Hapaco,Hapaco,Hapaco Corporation,Nguyên vật liệu,Nguyên vật liệu,Gỗ và giấy,Nguyên vật liệu,Gỗ và giấy,,Gỗ & Giấy,NORMAL,24,go va giay,VIETSTOCK_RULE,VIETSTOCK,https://finance.vietstock.vn/HAP/ho-so-doanh-nghiep.htm,OK,NO
HAR,HOSE,CTCP Đầu tư Thương mại Bất động sản An Dương Thảo Điền,Đầu tư Thương mại Bất động sản An Dương Thảo Điền,An Duong Thao Dien JSC,Bất động sản,Bất động sản,Quản lý và phát triển bất động sản,Bất động sản,Quản lý và phát triển bất động sản,,Khác / cần duyệt,NORMAL,99,,REVIEW,,https://finance.vietstock.vn/HAR/ho-so-doanh-nghiep.htm,OK,YES
HBS,HNX,CTCP Chứng khoán Hòa Bình,Chứng khoán Hòa Bình,Hoa Binh Securities JSC,Tài chính,Dịch vụ tài chính,Thị trường vốn,Tài chính,Dịch vụ tài chính,Thị trường vốn,Chứng khoán,SECURITIES,2,thi truong von,VIETSTOCK_RULE,VIETSTOCK,https://finance.vietstock.vn/HBS/ho-so-doanh-nghiep.htm,OK,NO
HCD,HOSE,CTCP Đầu tư Sản xuất và Thương mại HCD,Đầu tư Sản xuất và Thương mại HCD,HCD Investment Producing and Trading Joint Stock Company,Công nghiệp,Hàng hóa công nghiệp,Sản phẩm xây dựng,Công nghiệp,Hàng hóa công nghiệp,Sản phẩm xây dựng,Xây dựng,NORMAL,15,xay dung,VIETSTOCK_RULE,VIETSTOCK,https://finance.vietstock.vn/HCD/ho-so-doanh-nghiep.htm,OK,NO
HDA,HNX,CTCP Hãng sơn Đông Á,Hãng sơn Đông Á,Dong A Paint Joint Stock Company,Nguyên vật liệu,Nguyên vật liệu,Hóa chất,Nguyên vật liệu,Hóa chất,,Hóa chất,NORMAL,10,hoa chat,VIETSTOCK_RULE,VIETSTOCK,https://finance.vietstock.vn/HDA/ho-so-doanh-nghiep.htm,OK,NO
HDW,UPCOM,CTCP Kinh doanh Nước sạch Hải Dương,Kinh doanh Nước sạch Hải Dương,Hai Duong Water Joint Stock Company,Tiện ích,Tiện ích,Nước,Tiện ích,Nước,,Khác / cần duyệt,NORMAL,99,,REVIEW,,https://finance.vietstock.vn/HDW/ho-so-doanh-nghiep.htm,OK,YES
HHG,UPCOM,CTCP Hoàng Hà,Hoàng Hà,Hoang Ha Joint Stock Company,Công nghiệp,Vận tải,Vận tải mặt đất,Công nghiệp,Vận tải,Vận tải mặt đất,Khác / cần duyệt,NORMAL,99,,REVIEW,,https://finance.vietstock.vn/HHG/ho-so-doanh-nghiep.htm,OK,YES
HID,HOSE,CTCP Halcom Việt Nam,Halcom Việt Nam,Halcom Vietnam JSC,Công nghiệp,Hàng hóa công nghiệp,Phân phối hàng công nghiệp,Công nghiệp,Hàng hóa công nghiệp,Phân phối hàng công nghiệp,Thương mại & Phân phối,NORMAL,33,phan phoi,VIETSTOCK_RULE,VIETSTOCK,https://finance.vietstock.vn/HID/ho-so-doanh-nghiep.htm,OK,NO
HIO,UPCOM,CTCP Helio Energy,Helio Energy,Helio Energy Joint Stock Company,Tiện ích,Tiện ích,Phát điện độc lập và điện tái tạo,Tiện ích,Phát điện độc lập và điện tái tạo,,Khác / cần duyệt,NORMAL,99,,REVIEW,,https://finance.vietstock.vn/HIO/ho-so-doanh-nghiep.htm,OK,YES
HJS,HNX,CTCP Thủy điện Nậm Mu,Thủy điện Nậm Mu,Nam Mu Hydropower JSC,Tiện ích,Tiện ích,Phát điện độc lập và điện tái tạo,Tiện ích,Phát điện độc lập và điện tái tạo,,Khác / cần duyệt,NORMAL,99,,REVIEW,,https://finance.vietstock.vn/HJS/ho-so-doanh-nghiep.htm,OK,YES
HKB,UPCOM,CTCP Nông nghiệp và Thực phẩm Hà Nội - Kinh Bắc,Nông nghiệp và Thực phẩm Hà Nội - Kinh Bắc,Ha Noi ? Kinh Bac Agriculture and Food JSC,Tiêu dùng thiết yếu,"Thực phẩm, đồ uống và thuốc lá",Thực phẩm,Tiêu dùng thiết yếu,"Thực phẩm, đồ uống và thuốc lá",Thực phẩm,Thực phẩm & đồ uống,NORMAL,18,thuc pham,VIETSTOCK_RULE,VIETSTOCK,https://finance.vietstock.vn/HKB/ho-so-doanh-nghiep.htm,OK,NO
HLA,UPCOM,CTCP Hữu Liên Á Châu,Hữu Liên Á Châu,Huu Lien Asia Corporation,Nguyên vật liệu,Nguyên vật liệu,Khai khoáng và luyện kim,Nguyên vật liệu,Khai khoáng và luyện kim,,Kim loại & Khoáng sản,NORMAL,32,khai khoang,VIETSTOCK_RULE,VIETSTOCK,https://finance.vietstock.vn/HLA/ho-so-doanh-nghiep.htm,OK,NO
HLC,HNX,CTCP Than Hà Lầm - Vinacomin,Than Hà Lầm - Vinacomin,Vinacomin - Ha Lam Coal JSC,Năng lượng,Năng lượng,Dầu khí,Năng lượng,Dầu khí,,Dầu khí,NORMAL,6,dau khi,VIETSTOCK_RULE,VIETSTOCK,https://finance.vietstock.vn/HLC/ho-so-doanh-nghiep.htm,OK,NO
HLD,HNX,CTCP Đầu tư và Phát triển Bất động sản Hudland,Đầu tư và Phát triển Bất động sản Hudland,Hudland Real Estate Investmnet and Development JSC,Bất động sản,Bất động sản,Quản lý và phát triển bất động sản,Bất động sản,Quản lý và phát triển bất động sản,,Khác / cần duyệt,NORMAL,99,,REVIEW,,https://finance.vietstock.vn/HLD/ho-so-doanh-nghiep.htm,OK,YES
HMC,HOSE,CTCP Kim khí Thành phố Hồ Chí Minh - VNSTEEL,Kim khí Thành phố Hồ Chí Minh - VNSTEEL,VNSTEEL - HOCHIMINH CITY METAL CORPORATION,Nguyên vật liệu,Nguyên vật liệu,Khai khoáng và luyện kim,Nguyên vật liệu,Khai khoáng và luyện kim,,Kim loại & Khoáng sản,NORMAL,32,khai khoang,VIETSTOCK_RULE,VIETSTOCK,https://finance.vietstock.vn/HMC/ho-so-doanh-nghiep.htm,OK,NO
HNA,HOSE,CTCP Thủy điện Hủa Na,Thủy điện Hủa Na,Hua Na Hydropower Joint Stock Company,Tiện ích,Tiện ích,Phát điện độc lập và điện tái tạo,Tiện ích,Phát điện độc lập và điện tái tạo,,Khác / cần duyệt,NORMAL,99,,REVIEW,,https://finance.vietstock.vn/HNA/ho-so-doanh-nghiep.htm,OK,YES
HND,UPCOM,CTCP Nhiệt điện Hải Phòng,Nhiệt điện Hải Phòng,Hai Phong Thermal Power Joint Stock Company,Tiện ích,Tiện ích,Điện,Tiện ích,Điện,,Khác / cần duyệt,NORMAL,99,,REVIEW,,https://finance.vietstock.vn/HND/ho-so-doanh-nghiep.htm,OK,YES
HNF,UPCOM,CTCP Thực phẩm Hữu Nghị,Thực phẩm Hữu Nghị,Huu Nghi Food Joint Stock Company,Tiêu dùng thiết yếu,"Thực phẩm, đồ uống và thuốc lá",Thực phẩm,Tiêu dùng thiết yếu,"Thực phẩm, đồ uống và thuốc lá",Thực phẩm,Thực phẩm & đồ uống,NORMAL,18,thuc pham,VIETSTOCK_RULE,VIETSTOCK,https://finance.vietstock.vn/HNF/ho-so-doanh-nghiep.htm,OK,NO
HNI,UPCOM,CTCP May Hữu Nghị,May Hữu Nghị,Huu Nghi Garment Joint Stock Company,Tiêu dùng không thiết yếu,Thời trang và hàng lâu bền,Thời trang và dệt may,Tiêu dùng không thiết yếu,Thời trang và hàng lâu bền,Thời trang và dệt may,Dệt may,NORMAL,13,det may,VIETSTOCK_RULE,VIETSTOCK,https://finance.vietstock.vn/HNI/ho-so-doanh-nghiep.htm,OK,NO
HOM,HNX,CTCP Xi măng VICEM Hoàng Mai,Xi măng VICEM Hoàng Mai,Vicem Hoang Mai Cement JSC,Nguyên vật liệu,Nguyên vật liệu,Vật liệu xây dựng,Nguyên vật liệu,Vật liệu xây dựng,,Vật liệu xây dựng,NORMAL,16,vat lieu xay dung,VIETSTOCK_RULE,VIETSTOCK,https://finance.vietstock.vn/HOM/ho-so-doanh-nghiep.htm,OK,NO
HPI,UPCOM,CTCP Khu công nghiệp Hiệp Phước,Khu công nghiệp Hiệp Phước,Hiep Phuoc Industrial Park Joint Stock Company,Bất động sản,Bất động sản,Quản lý và phát triển bất động sản,Tiện ích,Nước,,Khác / cần duyệt,NORMAL,99,,REVIEW,,https://finance.vietstock.vn/HPI/ho-so-doanh-nghiep.htm,OK,YES
HPW,UPCOM,CTCP Cấp nước Hải Phòng,Cấp nước Hải Phòng,Hai Phong Water JSC,Tiện ích,Tiện ích,Nước,Tiện ích,Nước,,Khác / cần duyệt,NORMAL,99,,REVIEW,,https://finance.vietstock.vn/HPW/ho-so-doanh-nghiep.htm,OK,YES
HRC,HOSE,CTCP Cao su Hòa Bình,Cao su Hòa Bình,Hoa Binh Rubber Joint Stock Company,Nguyên vật liệu,Nguyên vật liệu,Hóa chất,Nguyên vật liệu,Hóa chất,,Hóa chất,NORMAL,10,hoa chat,VIETSTOCK_RULE,VIETSTOCK,https://finance.vietstock.vn/HRC/ho-so-doanh-nghiep.htm,OK,NO
HTE,UPCOM,CTCP Đầu tư Kinh doanh Điện lực Thành phố Hồ Chí Minh,Đầu tư Kinh doanh Điện lực Thành phố Hồ Chí Minh,Ho Chi Minh City Electric Power Trading Investment Corporation,Công nghiệp,Hàng hóa công nghiệp,Kỹ thuật xây dựng,Công nghiệp,Hàng hóa công nghiệp,Thiết bị điện,Xây dựng,NORMAL,15,ky thuat xay dung,WATCHLIST_FALLBACK,WATCHLIST,https://finance.vietstock.vn/HTE/ho-so-doanh-nghiep.htm,OK,YES
HTG,HOSE,Tổng Công ty cổ phần Dệt may Hòa Thọ,Dệt may Hòa Thọ,Hoa Tho Textile & Garment Joint Stock Corporation,Tiêu dùng không thiết yếu,Thời trang và hàng lâu bền,Thời trang và dệt may,Tiêu dùng không thiết yếu,Thời trang và hàng lâu bền,Thời trang và dệt may,Dệt may,NORMAL,13,det may,VIETSTOCK_RULE,VIETSTOCK,https://finance.vietstock.vn/HTG/ho-so-doanh-nghiep.htm,OK,NO
HTI,HOSE,CTCP Đầu tư Phát triển Hạ tầng IDICO,Đầu tư Phát triển Hạ tầng IDICO,IDICO Infrastructure Development Investment Joint Stock Company,Công nghiệp,Vận tải,Hạ tầng giao thông,Công nghiệp,Vận tải,Hạ tầng giao thông,Khác / cần duyệt,NORMAL,99,,REVIEW,,https://finance.vietstock.vn/HTI/ho-so-doanh-nghiep.htm,OK,YES
HTM,UPCOM,Tổng Công ty Thương mại Hà Nội - CTCP,Thương mại Hà Nội - CTCP,Hanoi Trade Joint Stock Corporation,Tiêu dùng không thiết yếu,Thương mại hàng không thiết yếu,Nhà phân phối,Tiêu dùng không thiết yếu,Thương mại hàng không thiết yếu,Nhà phân phối,Hàng không,NORMAL,17,hang khong,VIETSTOCK_RULE,VIETSTOCK,https://finance.vietstock.vn/HTM/ho-so-doanh-nghiep.htm,OK,NO
HTP,UPCOM,CTCP In Sách Giáo khoa Hòa Phát,In Sách Giáo khoa Hòa Phát,HTINVEST JSC,Công nghiệp,Dịch vụ thương mại và chuyên nghiệp,Dịch vụ và thiết bị thương mại,Công nghiệp,Dịch vụ thương mại và chuyên nghiệp,Dịch vụ và thiết bị thương mại,Khác / cần duyệt,NORMAL,99,,REVIEW,,https://finance.vietstock.vn/HTP/ho-so-doanh-nghiep.htm,OK,YES
HUB,HOSE,CTCP Xây lắp Thừa Thiên Huế,Xây lắp Thừa Thiên Huế,Thua Thien Hue Construction Joint Stock Corporation,Nguyên vật liệu,Nguyên vật liệu,Vật liệu xây dựng,Nguyên vật liệu,Vật liệu xây dựng,,Vật liệu xây dựng,NORMAL,16,vat lieu xay dung,VIETSTOCK_RULE,VIETSTOCK,https://finance.vietstock.vn/HUB/ho-so-doanh-nghiep.htm,OK,NO
HVG,UPCOM,CTCP Hùng Vương,Hùng Vương,Hung Vuong Joint Stock Corporation,Tiêu dùng thiết yếu,"Thực phẩm, đồ uống và thuốc lá",Thực phẩm,Tiêu dùng thiết yếu,"Thực phẩm, đồ uống và thuốc lá",Thực phẩm,Thực phẩm & đồ uống,NORMAL,18,thuc pham,VIETSTOCK_RULE,VIETSTOCK,https://finance.vietstock.vn/HVG/ho-so-doanh-nghiep.htm,OK,NO
HVT,HNX,CTCP Hóa chất Việt Trì,Hóa chất Việt Trì,Viet Tri Chemical Joint Stock Company,Nguyên vật liệu,Nguyên vật liệu,Hóa chất,Nguyên vật liệu,Hóa chất,,Hóa chất,NORMAL,10,hoa chat,VIETSTOCK_RULE,VIETSTOCK,https://finance.vietstock.vn/HVT/ho-so-doanh-nghiep.htm,OK,NO
HVX,HOSE,CTCP Xi măng VICEM Hải Vân,Xi măng VICEM Hải Vân,Vicem Hai Van Cement Joint Stock Company,Nguyên vật liệu,Nguyên vật liệu,Vật liệu xây dựng,Nguyên vật liệu,Vật liệu xây dựng,,Vật liệu xây dựng,NORMAL,16,vat lieu xay dung,VIETSTOCK_RULE,VIETSTOCK,https://finance.vietstock.vn/HVX/ho-so-doanh-nghiep.htm,OK,NO
HWS,UPCOM,CTCP Cấp nước Huế,Cấp nước Huế,Hue Water Supply Joint Stock Company,Tiện ích,Tiện ích,Nước,Tiện ích,Nước,,Khác / cần duyệt,NORMAL,99,,REVIEW,,https://finance.vietstock.vn/HWS/ho-so-doanh-nghiep.htm,OK,YES
IBC,UPCOM,CTCP Đầu tư Apax Holdings,Đầu tư Apax Holdings,Apax Holdings Joint Stock Company,Tiêu dùng không thiết yếu,Dịch vụ tiêu dùng,Dịch vụ tiêu dùng khác,Tiêu dùng không thiết yếu,Dịch vụ tiêu dùng,Dịch vụ tiêu dùng khác,Dịch vụ tiêu dùng,NORMAL,35,dich vu tieu dung,VIETSTOCK_RULE,VIETSTOCK,https://finance.vietstock.vn/IBC/ho-so-doanh-nghiep.htm,OK,NO
ICN,UPCOM,CTCP Đầu tư Xây dựng Dầu khí IDICO,Đầu tư Xây dựng Dầu khí IDICO,IDICO Investment Construction Oil and Natural Gas JSC,Công nghiệp,Hàng hóa công nghiệp,Kỹ thuật xây dựng,Công nghiệp,Hàng hóa công nghiệp,Kỹ thuật xây dựng,Xây dựng,NORMAL,15,ky thuat xay dung,VIETSTOCK_RULE,VIETSTOCK,https://finance.vietstock.vn/ICN/ho-so-doanh-nghiep.htm,OK,NO
ICT,HOSE,CTCP Viễn thông - Tin học Bưu điện,Viễn thông - Tin học Bưu điện,Joint Stock Company For Telecom & Informatics,Dịch vụ truyền thông,Dịch vụ viễn thông,Dịch vụ viễn thông đa dạng,Dịch vụ truyền thông,Dịch vụ viễn thông,Dịch vụ viễn thông đa dạng,Viễn thông,NORMAL,23,vien thong,VIETSTOCK_RULE,VIETSTOCK,https://finance.vietstock.vn/ICT/ho-so-doanh-nghiep.htm,OK,NO
IDP,UPCOM,CTCP Sữa Quốc tế Lof,Sữa Quốc tế Lof,Lof International Dairy Products Joint Stock Company,Tiêu dùng thiết yếu,"Thực phẩm, đồ uống và thuốc lá",Thực phẩm,Tiêu dùng thiết yếu,"Thực phẩm, đồ uống và thuốc lá",Thực phẩm,Thực phẩm & đồ uống,NORMAL,18,thuc pham,VIETSTOCK_RULE,VIETSTOCK,https://finance.vietstock.vn/IDP/ho-so-doanh-nghiep.htm,OK,NO
IDV,HNX,CTCP Phát triển Hạ tầng Vĩnh Phúc,Phát triển Hạ tầng Vĩnh Phúc,Vinh Phuc Infrastructure Development JSC,Bất động sản,Bất động sản,Quản lý và phát triển bất động sản,Bất động sản,Quản lý và phát triển bất động sản,,Khác / cần duyệt,NORMAL,99,,REVIEW,,https://finance.vietstock.vn/IDV/ho-so-doanh-nghiep.htm,OK,YES
IFS,UPCOM,CTCP Thực phẩm Quốc tế,Thực phẩm Quốc tế,Interfood Shareholding Company,Tiêu dùng thiết yếu,"Thực phẩm, đồ uống và thuốc lá",Đồ uống,Tiêu dùng thiết yếu,"Thực phẩm, đồ uống và thuốc lá",Đồ uống,Thực phẩm & đồ uống,NORMAL,18,thuc pham,VIETSTOCK_RULE,VIETSTOCK,https://finance.vietstock.vn/IFS/ho-so-doanh-nghiep.htm,OK,NO
